Description, FlightType, DepartureTime, DefUncov, DefCov, AttUncov, AttCov, SELECTEE, UNKNOWN, LOWRISK1, LOWRISK2, LOWRISK3, LOWRISK4
Flight40, DOMESTIC, 05:45,-6,0,6,0,4,76,46,20,8,9
Flight41, DOMESTIC, 05:05,-5,0,5,0,5,117,27,17,7,9
Flight42, DOMESTIC, 05:20,-5,0,5,0,1,149,49,6,2,3
Flight43, DOMESTIC, 05:40,-3,0,3,0,2,119,38,19,2,2
Flight44, DOMESTIC, 05:07,-5,0,5,0,1,79,27,8,8,7
Flight45, DOMESTIC, 05:42,-2,0,2,0,5,82,38,6,9,6
Flight46, DOMESTIC, 05:47,-5,0,5,0,9,70,26,15,4,3
Flight47, DOMESTIC, 05:11,-4,0,4,0,4,109,25,24,1,9
Flight48, DOMESTIC, 05:42,-5,0,5,0,8,115,25,23,9,4
Flight49, DOMESTIC, 05:18,-1,0,1,0,8,105,35,23,7,1
Flight50, DOMESTIC, 05:59,-6,0,6,0,5,67,49,22,8,8
Flight51, DOMESTIC, 05:04,-7,0,7,0,1,130,42,21,9,1
Flight52, DOMESTIC, 05:49,-7,0,7,0,4,65,45,13,3,9
Flight53, DOMESTIC, 05:51,-8,0,8,0,2,147,29,24,9,9
Flight54, DOMESTIC, 05:47,-9,0,9,0,6,139,35,12,4,2
Flight55, DOMESTIC, 05:19,-3,0,3,0,2,85,35,18,3,6
Flight56, DOMESTIC, 05:57,-3,0,3,0,7,62,40,6,3,6
Flight57, DOMESTIC, 05:02,-10,0,10,0,1,93,49,19,8,7
Flight58, DOMESTIC, 05:38,-4,0,4,0,8,75,44,10,1,3
Flight59, DOMESTIC, 05:42,-8,0,8,0,8,103,43,22,2,3
Flight60, DOMESTIC, 05:00,-5,0,5,0,1,137,44,11,6,3
Flight61, DOMESTIC, 06:58,-9,0,9,0,6,53,37,21,8,2
Flight62, DOMESTIC, 06:01,-6,0,6,0,4,101,41,8,3,6
Flight63, DOMESTIC, 06:18,-2,0,2,0,6,142,25,5,7,2
Flight64, DOMESTIC, 06:56,-9,0,9,0,1,61,46,24,7,9
Flight65, DOMESTIC, 06:38,-5,0,5,0,8,134,29,12,1,4
Flight66, DOMESTIC, 06:47,-9,0,9,0,9,121,41,13,5,9
Flight67, DOMESTIC, 06:58,-4,0,4,0,1,60,47,14,7,3
Flight68, DOMESTIC, 06:24,-3,0,3,0,1,106,30,7,5,1
Flight69, DOMESTIC, 06:21,-6,0,6,0,9,147,39,20,6,9
Flight70, DOMESTIC, 06:26,-4,0,4,0,4,94,41,6,4,8
Flight71, DOMESTIC, 06:41,-2,0,2,0,7,92,34,7,2,4
Flight72, DOMESTIC, 06:56,-2,0,2,0,7,53,29,21,8,7
Flight73, DOMESTIC, 06:01,-2,0,2,0,4,85,49,7,5,7
Flight74, DOMESTIC, 06:28,-5,0,5,0,2,139,31,6,8,7
Flight75, DOMESTIC, 06:27,-9,0,9,0,9,80,48,17,2,7
Flight76, DOMESTIC, 06:52,-3,0,3,0,5,66,32,5,3,4
Flight77, DOMESTIC, 06:15,-2,0,2,0,5,136,32,10,8,5
Flight78, DOMESTIC, 06:29,-3,0,3,0,9,134,48,9,1,2
Flight79, DOMESTIC, 06:09,-7,0,7,0,8,107,48,8,4,6
Flight80, DOMESTIC, 06:43,-6,0,6,0,3,115,38,23,1,3
Flight81, DOMESTIC, 06:54,-1,0,1,0,4,141,33,15,4,1
Flight82, DOMESTIC, 06:37,-7,0,7,0,8,101,49,17,2,6
Flight83, DOMESTIC, 06:20,-8,0,8,0,8,95,38,24,8,6
Flight84, DOMESTIC, 06:04,-7,0,7,0,7,69,32,10,7,6
Flight85, DOMESTIC, 06:27,-3,0,3,0,4,136,33,18,6,8
Flight86, DOMESTIC, 06:37,-3,0,3,0,1,114,40,12,3,3
Flight87, DOMESTIC, 06:47,-6,0,6,0,1,90,32,21,9,8
Flight88, DOMESTIC, 06:39,-10,0,10,0,3,123,36,8,6,5
Flight89, DOMESTIC, 06:45,-10,0,10,0,3,125,36,10,9,2
Flight90, DOMESTIC, 06:43,-3,0,3,0,6,119,32,7,1,4
